query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00000,security,18,0.069431,0.144652,0.066254,0.47479
q00001,procurement,27,0.914857,0.866948,0.368856,0.518119
q00002,legal,26,1.0,0.870125,0.224663,0.778807
q00003,legal,25,0.407415,0.535254,0.066254,0.513529
q00004,procurement,26,0.278481,0.208294,0.399569,0.205117
q00005,procurement,29,0.358954,0.563788,0.358954,0.478902
q00006,procurement,21,0.521296,0.530263,0.261808,0.378599
q00007,security,33,1.0,1.0,0.39486,0.42884
q00008,procurement,23,0.085143,0.563788,0.293456,0.444755
q00009,legal,31,1.0,0.926636,0.750637,1.0
q00010,security,31,1.0,1.0,0.595762,1.0
q00011,security,24,0.563788,0.542364,0.513529,0.848603
q00012,security,30,1.0,0.870125,0.073364,0.711618
q00013,security,26,0.72733,0.632541,0.278198,0.400023
q00014,legal,19,0.781805,0.523174,0.248908,0.747159
q00015,legal,27,0.926636,0.778807,0.544676,0.738192
q00016,security,24,0.563788,0.648932,0.665291,0.800694
q00017,security,31,0.563788,0.632541,0.0,0.094788
q00018,procurement,28,0.642187,0.371489,0.358954,0.173187
q00019,legal,27,1.0,0.936379,0.477967,0.936379
q00020,legal,24,0.293416,0.233651,0.151762,0.544676
q00021,procurement,22,0.463644,0.691128,0.188444,0.613653
q00022,security,23,0.425208,0.523174,0.0,0.0
q00023,legal,27,0.926636,0.778807,0.544676,0.738192
q00024,security,31,1.0,0.715186,0.678049,0.752969
q00025,legal,38,0.921602,0.778807,0.627409,0.781805
q00026,security,27,0.800694,0.554143,0.188444,0.0
q00027,security,33,1.0,1.0,0.39486,0.42884
q00028,legal,38,0.921602,0.778807,0.627409,0.781805
q00029,legal,24,0.921602,1.0,0.416382,0.69684
q00030,security,31,1.0,0.72733,0.563788,1.0
q00031,security,33,1.0,1.0,0.39486,0.42884
q00032,legal,24,0.848238,0.83578,0.233651,0.645755
q00033,procurement,24,0.532621,0.466642,0.29849,0.249664
q00034,procurement,29,0.330138,0.330138,0.0,0.063621
q00035,procurement,27,0.914857,0.866948,0.368856,0.518119
q00036,legal,27,0.926636,0.857981,0.425208,0.857205
q00037,procurement,17,0.220092,0.148764,0.066254,0.381134
q00038,legal,22,0.936379,0.796761,0.283713,0.629364
q00039,legal,24,0.293416,0.233651,0.151762,0.544676
q00040,security,19,0.220092,0.648932,0.293456,0.623574
q00041,security,33,0.648932,0.358954,0.158409,0.388244
q00042,procurement,23,0.408536,0.538886,0.151397,0.29849
q00043,procurement,27,0.453743,0.424926,0.085143,0.715186
q00044,security,30,1.0,0.864315,0.110046,0.661831
q00045,security,30,1.0,0.864315,0.110046,0.661831
q00046,procurement,32,0.56537,0.502204,0.538431,0.620762
q00047,legal,24,0.838957,0.860382,0.375768,0.544221
q00048,legal,27,0.933746,0.870125,0.434175,0.718342
q00049,security,31,0.544676,0.701973,0.0,0.535254
q00050,legal,25,0.390927,0.538431,0.094788,0.510352
q00051,procurement,22,0.220092,0.0,0.138862,0.078398
q00052,security,22,0.630043,0.72733,0.374666,0.866948
q00053,security,18,0.069431,0.144652,0.066254,0.47479
q00054,security,18,0.069431,0.144652,0.066254,0.47479
q00055,legal,25,0.644223,0.782739,0.532141,0.246186
q00056,procurement,24,0.532621,0.466642,0.29849,0.249664
q00057,security,27,0.800694,0.563788,0.358954,0.142019
q00058,legal,27,0.926636,0.857981,0.425208,0.857205
q00059,legal,26,1.0,0.870125,0.224663,0.778807
q00060,legal,32,1.0,1.0,0.43511,1.0
q00061,legal,24,0.61804,0.481535,0.094788,0.463926
q00062,legal,31,1.0,1.0,0.68045,0.926636
q00063,legal,24,0.224006,0.35971,0.085143,0.063621
q00064,procurement,27,0.914857,0.866948,0.368856,0.518119
q00065,legal,26,1.0,0.866948,0.18341,0.779171
q00066,legal,24,0.142019,0.232973,0.142019,0.469454
q00067,procurement,27,0.453743,0.424926,0.085143,0.715186
q00068,legal,31,0.561713,0.545502,0.358954,0.454479
q00069,legal,19,0.781805,0.523174,0.248908,0.747159
q00070,procurement,29,0.598875,0.38317,0.069431,0.672239
q00071,security,31,0.563788,0.632541,0.0,0.094788
q00072,procurement,23,0.450566,0.61683,0.168152,0.415281
q00073,procurement,29,0.085143,0.293456,0.205117,0.066254
q00074,security,19,0.205117,0.648932,0.220092,0.469
q00075,legal,27,1.0,0.936379,0.477967,0.936379
q00076,security,24,0.563788,0.648932,0.665291,0.800694
q00077,procurement,29,0.601572,0.246551,0.215383,0.576669
q00078,procurement,28,0.642187,0.371489,0.358954,0.173187
q00079,procurement,28,0.353144,0.358954,0.220092,0.085143
q00080,legal,38,1.0,0.870125,0.602052,1.0
q00081,security,23,0.437352,0.535254,0.0,0.066254
q00082,procurement,27,0.914857,0.866948,0.368856,0.518119
q00083,security,19,0.205117,0.648932,0.220092,0.469
q00084,security,33,0.268455,0.274548,0.110046,0.227938
q00085,procurement,29,0.601572,0.246551,0.215383,0.576669
q00086,legal,22,0.936379,0.796761,0.283713,0.629364
q00087,procurement,23,0.0,0.236807,0.0,0.094788
q00088,security,22,0.781984,0.637152,0.227938,0.851236
q00089,security,19,0.220092,0.648932,0.293456,0.623574
q00090,procurement,27,0.0,0.0,0.0,0.078398
q00091,security,18,0.069431,0.144652,0.066254,0.47479
q00092,security,18,0.248908,0.289523,0.158507,0.286346
