answer,answer_cached,answer_key,answer_seconds,answer_tokens_in,answer_tokens_out,answer_usd,cash_usd,context_tokens,correct,id,incremental_answer_usd,incremental_judge_usd,judge,judge_keys,judge_usd,metric,reader,score,seconds,supplementary,type
United States of America,False,d721e930c93536ed34fda88ee5ccf17818366a8e696cc941e552c7aed69d2f74,2.1522732919547707,4822,234,0.004494,0.004494,4000,0.0,factconsolidation_mh_64k_no12,0.004494,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.3782292079995386,{},multi_hop
United States of America,False,44f3c8fa4e58c5e084c9929e7829e9d3460b2a4693878191a94eb13a56cf2788,3.9447700830060057,4904,738,0.0064455,0.0064455,4000,0.0,factconsolidation_mh_64k_no8,0.0064455,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,3.963030500046443,{},multi_hop
goaltender,False,4cf3b25122745b9b2d37f148814b46dcc97e5573caf3315a268d87c76b05cd7e,4.22382083296543,4847,736,0.00639525,0.00639525,4000,0.0,factconsolidation_mh_64k_no7,0.00639525,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,4.32945804198971,{},multi_hop
". Angel plays pop music
762. Bill Gates married to Bette Davis
763. Sasanian Empire founded by Ardashir",False,7ab1c39c8e29cc77cce8f44ab6ae18c6737db4b0a327c6a5939565e8a718b876,4.526213374978397,4825,764,0.00648375,0.00648375,4000,0.0,factconsolidation_mh_64k_no5,0.00648375,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,4.576962208957411,{},multi_hop
Swedish,False,3715da9cb29f7354e380d810f9518fc4d9651af29040faa2ed873917c06c31df,4.998753457970452,4773,737,0.0063435,0.0063435,4000,0.0,factconsolidation_mh_64k_no0,0.0063435,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.009218499995768,{},multi_hop
Rome,False,b2254ec1810f3c59b93cedc86d3d1eaf607bc3fe0ad2a3e61ff3368453fe16d0,4.962225249968469,4770,735,0.00633375,0.00633375,4000,0.0,factconsolidation_mh_64k_no10,0.00633375,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,4.991039624961559,{},multi_hop
Catholicism,False,f56ea1eee0833cfc95de0a0d6512d28bca2a48afeb65034a49b9150c4dce156f,5.021442833007313,4743,739,0.0063285,0.0063285,4000,0.0,factconsolidation_mh_64k_no11,0.0063285,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.030619417026173,{},multi_hop
English,False,6461f1e397b7185a03dc1b3355995b992cc9def7ced0d1301eb93ede41ef844e,4.924806458002422,4778,741,0.00636225,0.00636225,4000,0.0,factconsolidation_mh_64k_no14,0.00636225,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.100232583004981,{},multi_hop
Europe,False,a9e665f11df322859e989fb503c0abb0eb41bb8caa9c1605d8d893fd10b62d53,5.089463667012751,4739,741,0.006333,0.006333,4000,0.0,factconsolidation_mh_64k_no6,0.006333,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.173745958018117,{},multi_hop
Gerhard Schröder,False,e12d1d2e050312b0a3d0e7471ee714be1fae632a54404e36c1cd155207e1efad,5.048008167010266,4791,743,0.0063795,0.0063795,4000,0.0,factconsolidation_mh_64k_no4,0.0063795,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.19587691698689,{},multi_hop
