answer,answer_cached,answer_key,answer_seconds,answer_tokens_in,answer_tokens_out,answer_usd,cash_usd,context_tokens,correct,id,incremental_answer_usd,incremental_judge_usd,judge,judge_keys,judge_usd,metric,reader,score,seconds,supplementary,type
United Kingdom,False,661ea178e25134d88df0cb6b5869c60a5187a6d4be61565975eb2f24a0bce4f0,1.8853677500155754,4824,122,0.0040755,0.0040755,4000,1.0,factconsolidation_sh_64k_no4,0.0040755,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.996747208002489,{},single_hop
Carnatic music,False,902e83295bb7178f1272a57a0288736115c66d61cc3bd304d1818b4929b1449b,2.1504946670029312,4825,217,0.0044325,0.0044325,4000,1.0,factconsolidation_sh_64k_no5,0.0044325,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.204725666961167,{},single_hop
London,False,8d67aa8bfec926d1e67e331752655b60356d12c9fa5643323e2c6872fdbf4a93,2.1603806659695692,4816,181,0.00429075,0.00429075,4000,1.0,factconsolidation_sh_64k_no10,0.00429075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.2063673330121674,{},single_hop
Giorgio Armani,False,7bbe41f3665b6a40738f418201b0e99c1df618266f4aa2a69fdcc5daa932be24,2.1466378340264782,4750,210,0.00435,0.00435,4000,1.0,factconsolidation_sh_64k_no14,0.00435,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.239015333005227,{},single_hop
Natalie Portman,False,33b017673673a70e2f483200545d4d4540a9f0eeba3e56cac621d1d483f7828d,2.0738812499912456,4756,146,0.0041145,0.0041145,4000,1.0,factconsolidation_sh_64k_no15,0.0041145,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.2486755829886533,{},single_hop
Ancient Greek,False,a47e1a085ef498751279d6bc500c727d54293207e1fcc90505ced0a286252038,2.3803981660166755,4810,241,0.00451125,0.00451125,4000,1.0,factconsolidation_sh_64k_no0,0.00451125,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.390444334014319,{},single_hop
Japan,False,5e6010b984c489e4b2a3057f3270c795ab298ca14ed1a3342a344e93d4d36c27,2.263171083992347,4812,230,0.0044715,0.0044715,4000,0.0,factconsolidation_sh_64k_no6,0.0044715,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.399568958033342,{},single_hop
Paris,False,a3039a743625c320ba7ef1a3efa94b0fc4a134bb26035c66f1004ef92c5f3156,2.3442134159849957,4798,177,0.00426225,0.00426225,4000,1.0,factconsolidation_sh_64k_no13,0.00426225,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.42681904201163,{},single_hop
Church of Scotland,False,792e5c210cf71b6558d735bb975853bc8c80207f8aa315f0fd66e6a5db6e0221,2.407732124964241,4859,198,0.00438675,0.00438675,4000,1.0,factconsolidation_sh_64k_no7,0.00438675,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.4314063750207424,{},single_hop
Martin Luther King Jr.,False,f1aa2ee5f2989488fd5fb6c12af53f8b99c27c62229c642c2e5268e4ec34725e,2.5163897079764865,4770,311,0.00474375,0.00474375,4000,1.0,factconsolidation_sh_64k_no1,0.00474375,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.548843166034203,{},single_hop
Hiroshige,False,5f7d7770f8ff02a9d4409e7f8c613e5eb478a1655123d4bcdbae70fb0af7ec5c,2.5794411670067348,4840,315,0.00481125,0.00481125,4000,1.0,factconsolidation_sh_64k_no9,0.00481125,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.5925060830195434,{},single_hop
Mahidol Adulyadej,False,c4d8321c748b856b374600d58defa776820b1a6ca04b577ae6eb025aaf23bf18,2.5634185840026475,4787,349,0.004899,0.004899,4000,1.0,factconsolidation_sh_64k_no11,0.004899,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.707481125020422,{},single_hop
Lord Voldemort,False,6cc48119be80b9b63d1868374e60e369d65c27ee234c7a640f396390bc34eca3,2.5554222079808824,4820,247,0.00454125,0.00454125,4000,1.0,factconsolidation_sh_64k_no3,0.00454125,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.7188083750079386,{},single_hop
Denmark,False,c56c6c4e0df325b78730576e7b765dde7b6eee2782a8514f6a589133ec5f4bb4,2.932211666018702,4762,286,0.004644,0.004644,4000,1.0,factconsolidation_sh_64k_no2,0.004644,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.0018597500165924,{},single_hop
Madonna,False,4ee5c5646230aef4ca71a739856ae4eb7f2ea1cc86f38a6299ebacaabddc202b,3.1488085410092026,4790,486,0.005415,0.005415,4000,1.0,factconsolidation_sh_64k_no12,0.005415,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.1858394580194727,{},single_hop
Filipino,False,1061ca5a62ea1e347e4e32ee9d282881ad6780a68798cdd9e24043cbc7badc03,3.1912855000118725,4891,360,0.00501825,0.00501825,4000,1.0,factconsolidation_sh_64k_no8,0.00501825,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.266161707986612,{},single_hop
Austrian Empire,False,f7fdb29cd222d3875b5266a37681102b1af03e60eb6be2538d89a66e9ccd27d5,1.9918529579881579,4857,200,0.00439275,0.00439275,4000,1.0,factconsolidation_sh_64k_no31,0.00439275,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.047455499996431,{},single_hop
Microsoft,False,f14afce8360b0d0ff2399e1297991c4ed716ab1a8d44b5bd3315cdd41c92d71e,2.065178167016711,4765,212,0.00436875,0.00436875,4000,1.0,factconsolidation_sh_64k_no29,0.00436875,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.092366666998714,{},single_hop
United Kingdom,False,bbb75b293072cb2dba5fd078f89f99cbcfa17fcd056f447c878bc75abda3caa2,2.090939082961995,4814,188,0.0043155,0.0043155,4000,1.0,factconsolidation_sh_64k_no22,0.0043155,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.1070132920285687,{},single_hop
Eric Garcetti,False,c0a2a1c735e6261e6bb29d2116e906b121683c17b0d37577cbee6388c47622a9,1.9383388750138693,4822,223,0.00445275,0.00445275,4000,1.0,factconsolidation_sh_64k_no26,0.00445275,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.131012625002768,{},single_hop
