accuracy,accuracy_answered,answer_cached_questions,answer_cost_per_correct_usd,answer_cost_usd,answer_p50_seconds,answer_p95_seconds,answer_tokens_in,answer_tokens_out,answered,binary_scored,cohort,correct,cost_per_correct_basis,dataset,empty_answer_questions,evaluation_cost_usd,exact_match_accuracy,f1_mean,incremental_answer_usd_recorded,incremental_api_usd_recorded,logical_answer_cost_usd,mean_context_tokens,mean_score,mean_score_denominator,questions,requested_questions,retrieval_gold_questions,retrieval_incomplete_evidence_excluded,retrieval_metrics,retrieval_p50_seconds,retrieval_p95_seconds,retrieved,score_label,score_metric,scored,serving_p50_seconds,serving_p95_seconds,status,type,unanswered,unscored,verified_correct_fraction_of_full
,,0,,0.357006,4.085306541499449,6.034823950004647,279258.0,39350.0,70,0,abstention,,,beam_500k,0,0.008579000000000003,,,0.357006,0.36558500000000005,0.357006,3999.657142857143,0.7714285714285715,70,70,70,0,0,{},0.054435958998510614,0.07204288560315035,70,graded rubric mean,"[""beam_rubric_mean""]",70,4.140006937494036,6.086533771207905,complete,abstention,0,0,
,,0,,0.36709949999999997,4.247780895995675,5.501294718912686,277371.0,42419.0,70,0,contradiction_resolution,,,beam_500k,0,0.0342666,,,0.36709949999999997,0.4006792000000002,0.36709949999999997,3999.714285714286,0.20714285714285716,70,70,70,70,0,"{""all_evidence_at_budget"": 0.4, ""evidence_recall_at_budget"": 0.6666666666666666, ""recall_at_10"": 0.7464285714285714, ""recall_at_100"": 0.9035714285714286, ""recall_at_5"": 0.655952380952381}",0.058279249467886984,0.08371682281722315,70,graded rubric mean,"[""beam_rubric_mean""]",70,4.3033988754905295,5.570746692005195,complete,contradiction_resolution,0,0,
,,0,,0.4050285,5.195442625496071,6.011235358857084,277123.0,52583.0,70,0,event_ordering,,,beam_500k,0,0.0681161,,,0.4050285,0.47314460000000014,0.4050285,3999.6285714285714,0.008392857142857143,70,70,70,70,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.007653061224489796, ""recall_at_10"": 0.0125926652712367, ""recall_at_100"": 0.1594358206204315, ""recall_at_5"": 0.005204081632653061}",0.06267679150914773,0.08129606670117936,70,graded rubric mean,"[""beam_rubric_mean""]",70,5.254330438474426,6.082075338053983,complete,event_ordering,0,0,
,,1,,0.3593137500000001,4.114295124978526,5.674106381405727,286380.0,38541.0,70,0,information_extraction,,,beam_500k,0,0.014662900000000001,,,0.35443575000000005,0.3687510500000001,0.3593137500000001,3999.8571428571427,0.4869047619047619,70,70,70,70,0,"{""all_evidence_at_budget"": 0.38571428571428573, ""evidence_recall_at_budget"": 0.4, ""recall_at_10"": 0.45714285714285713, ""recall_at_100"": 0.85, ""recall_at_5"": 0.39285714285714285}",0.060329124971758574,0.08607923373056107,70,graded rubric mean,"[""beam_rubric_mean""]",70,4.1781016669701785,5.738239002044429,complete,information_extraction,0,0,
,,0,,0.38176874999999993,4.66574099950958,6.078553093926166,278225.0,46160.0,70,0,instruction_following,,,beam_500k,0,0.014001800000000003,,,0.38176874999999993,0.3957705499999999,0.38176874999999993,3999.8714285714286,0.23809523809523808,70,70,70,70,0,"{""all_evidence_at_budget"": 0.11428571428571428, ""evidence_recall_at_budget"": 0.15476190476190477, ""recall_at_10"": 0.2119047619047619, ""recall_at_100"": 0.5928571428571429, ""recall_at_5"": 0.1261904761904762}",0.06383733302936889,0.08420882849022746,70,graded rubric mean,"[""beam_rubric_mean""]",70,4.732235478499206,6.157799316878663,complete,instruction_following,0,0,
,,0,,0.3632609999999999,4.276661395531846,5.973832170490641,282393.0,40391.0,70,0,knowledge_update,,,beam_500k,0,0.0093588,,,0.3632609999999999,0.37261979999999995,0.3632609999999999,3999.6714285714284,0.4023809523809524,70,70,70,69,0,"{""all_evidence_at_budget"": 0.36231884057971014, ""evidence_recall_at_budget"": 0.6183574879227053, ""recall_at_10"": 0.6859903381642513, ""recall_at_100"": 0.894927536231884, ""recall_at_5"": 0.5917874396135265}",0.06111091701313853,0.07428117498348001,70,graded rubric mean,"[""beam_rubric_mean""]",70,4.338079208013369,6.03770567671745,complete,knowledge_update,0,0,
,,0,,0.39022650000000003,4.4365318334894255,6.09970715380914,281202.0,47820.0,70,0,multi_session_reasoning,,,beam_500k,0,0.018797300000000003,,,0.39022650000000003,0.4090238,0.39022650000000003,3999.657142857143,0.2767857142857143,70,70,70,70,0,"{""all_evidence_at_budget"": 0.18571428571428572, ""evidence_recall_at_budget"": 0.39924515960230245, ""recall_at_10"": 0.4847309436595151, ""recall_at_100"": 0.8223997291224182, ""recall_at_5"": 0.3404016221873365}",0.062344271020265296,0.08703062486893032,70,graded rubric mean,"[""beam_rubric_mean""]",70,4.506196167058079,6.174287947412813,complete,multi_session_reasoning,0,0,
,,0,,0.39221475000000006,4.805326771020191,6.188870406412752,277793.0,49032.0,70,0,preference_following,,,beam_500k,0,0.016733599999999994,,,0.39221475000000006,0.40894834999999985,0.39221475000000006,4000.0,0.4005952380952381,70,70,70,70,0,"{""all_evidence_at_budget"": 0.21428571428571427, ""evidence_recall_at_budget"": 0.23452380952380952, ""recall_at_10"": 0.35714285714285715, ""recall_at_100"": 0.6916666666666667, ""recall_at_5"": 0.2488095238095238}",0.06406322951079346,0.09756901440559886,70,graded rubric mean,"[""beam_rubric_mean""]",70,4.885350021009799,6.2579223186417945,complete,preference_following,0,0,
,,0,,0.403509,5.319628791505238,6.235879387354362,280432.0,51516.0,70,0,summarization,,,beam_500k,0,0.05009340000000001,,,0.403509,0.45360239999999996,0.403509,3999.6428571428573,0.061807953950811095,70,70,70,70,0,"{""all_evidence_at_budget"": 0.014285714285714285, ""evidence_recall_at_budget"": 0.06193891387168698, ""recall_at_10"": 0.09783825262816859, ""recall_at_100"": 0.38683286873412925, ""recall_at_5"": 0.05464574407851719}",0.06299541649059393,0.0930874582612887,70,graded rubric mean,"[""beam_rubric_mean""]",70,5.385541166499024,6.310872677294538,complete,summarization,0,0,
,,0,,0.3821977499999999,4.342475437471876,5.811944653783575,287167.0,44486.0,70,0,temporal_reasoning,,,beam_500k,0,0.011582800000000006,,,0.3821977499999999,0.3936681499999999,0.3821977499999999,3999.957142857143,0.2642857142857143,70,70,70,70,0,"{""all_evidence_at_budget"": 0.2571428571428571, ""evidence_recall_at_budget"": 0.525, ""recall_at_10"": 0.6583333333333333, ""recall_at_100"": 0.944047619047619, ""recall_at_5"": 0.44642857142857145}",0.06354814601945691,0.10556645233882589,70,graded rubric mean,"[""beam_rubric_mean""]",70,4.402970874478342,5.874227728648111,complete,temporal_reasoning,0,0,
