query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00000,security,18,0.343697,0.447932,0.133052,0.204834
q00001,procurement,27,0.31488,0.466642,0.384311,0.428365
q00002,legal,26,0.930569,0.845426,0.161043,0.72733
q00003,legal,25,0.384311,0.453743,0.066254,0.381134
q00004,procurement,26,0.330138,0.330138,0.399569,0.078398
q00005,procurement,29,0.654722,0.657899,0.220092,0.514284
q00006,procurement,21,0.425208,0.469756,0.163541,0.469
q00007,security,33,0.220092,0.542364,0.299905,0.533723
q00008,procurement,23,0.469,0.358954,0.0,0.069431
q00009,legal,31,1.0,0.936379,0.750637,0.800694
q00010,security,31,0.936379,0.602506,0.593361,0.866948
q00011,security,24,0.567043,0.453743,0.384311,0.459533
q00012,security,30,0.173187,0.29849,0.085143,0.415281
q00013,security,26,0.503324,0.147829,0.278198,0.506784
q00014,legal,19,0.41245,0.535254,0.248908,0.718363
q00015,legal,27,1.0,0.921602,0.544676,0.63901
q00016,security,24,0.510352,0.567227,0.400023,0.444097
q00017,security,31,0.358954,0.220092,0.0,0.142019
q00018,procurement,28,0.507718,0.428385,0.358954,0.133052
q00019,legal,27,0.926636,0.852171,0.517461,0.921602
q00020,legal,24,0.293437,0.349487,0.151762,0.503324
q00021,procurement,22,0.620397,0.637152,0.094788,0.358954
q00022,security,23,0.163541,0.0,0.0,0.690648
q00023,legal,27,1.0,0.921602,0.544676,0.63901
q00024,security,31,1.0,0.672693,0.65948,0.77216
q00025,legal,38,0.861138,0.921602,0.630043,0.684383
q00026,security,27,0.637152,0.424926,0.094788,0.538411
q00027,security,33,0.220092,0.542364,0.299905,0.533723
q00028,legal,38,0.861138,0.921602,0.630043,0.684383
q00029,legal,24,0.848603,0.715551,0.416382,0.852171
q00030,security,31,0.800694,0.657899,0.602052,0.933746
q00031,security,33,0.220092,0.542364,0.299905,0.533723
q00032,legal,24,0.772838,0.779171,0.233651,0.713654
q00033,procurement,24,0.393758,0.444097,0.283713,0.31488
q00034,procurement,29,0.408536,0.583618,0.0,0.283713
q00035,procurement,27,0.31488,0.466642,0.384311,0.428365
q00036,legal,27,0.905212,0.845426,0.492006,0.866948
q00037,procurement,17,0.358954,0.220092,0.073364,0.0
q00038,legal,22,0.860382,0.848603,0.283713,1.0
q00039,legal,24,0.293437,0.349487,0.151762,0.503324
q00040,security,19,0.535254,0.390927,0.293456,0.61225
q00041,security,33,0.424926,0.293456,0.221193,0.233651
q00042,procurement,23,0.494357,0.42884,0.283233,0.388244
q00043,procurement,27,0.800694,0.722295,0.094788,0.283713
q00044,security,30,0.25833,0.428385,0.289523,0.29849
q00045,security,30,0.25833,0.428385,0.289523,0.29849
q00046,procurement,32,0.78855,0.769526,0.538431,0.763095
q00047,legal,24,0.772062,0.684018,0.375768,0.760079
q00048,legal,27,0.926636,0.860382,0.434175,0.921602
q00049,security,31,0.330138,0.220092,0.133052,0.305235
q00050,legal,25,0.358954,0.393278,0.094788,0.478422
q00051,procurement,22,0.469,0.563788,0.138862,0.138862
q00052,security,22,0.563788,0.26462,0.168152,0.345278
q00053,security,18,0.343697,0.447932,0.133052,0.204834
q00054,security,18,0.343697,0.447932,0.133052,0.204834
q00055,legal,25,0.603262,0.511651,0.478902,0.790951
q00056,procurement,24,0.393758,0.444097,0.283713,0.31488
q00057,security,27,0.648932,0.29849,0.289523,0.563788
q00058,legal,27,0.905212,0.845426,0.492006,0.866948
q00059,legal,26,0.930569,0.845426,0.161043,0.72733
q00060,legal,32,1.0,1.0,0.43511,0.864315
q00061,legal,24,0.369336,0.543003,0.094788,0.563788
