seed,workload,query_id,pool,n_relevant,T_A,T_B
13,A,q00000,legal,16,0.870125,0.538411
13,A,q00001,security,19,0.422575,0.425208
13,A,q00002,legal,15,0.384311,0.403502
13,A,q00003,security,12,0.648932,0.563788
13,A,q00004,legal,14,0.245731,0.208294
13,A,q00005,procurement,14,0.492006,0.563788
13,A,q00006,security,28,1.0,1.0
13,A,q00007,legal,20,0.800694,0.866948
13,A,q00008,security,19,0.542364,0.722295
13,A,q00009,procurement,18,0.220092,0.0
13,A,q00010,procurement,20,0.699474,0.388244
13,A,q00011,legal,20,0.933746,0.796761
13,A,q00012,security,12,0.563788,0.648932
13,A,q00013,procurement,17,0.484712,0.220092
13,A,q00014,procurement,17,0.437352,0.330138
13,A,q00015,procurement,14,0.437352,0.29849
13,A,q00016,security,18,0.358954,0.163541
13,A,q00017,security,13,0.554143,0.305235
13,A,q00018,legal,18,0.631624,0.503607
13,A,q00019,procurement,17,0.358954,0.305235
13,A,q00020,procurement,20,0.506784,0.29849
13,A,q00021,security,18,0.305235,0.459533
13,A,q00022,legal,14,0.550966,0.378599
13,A,q00023,procurement,16,0.620397,0.554143
13,A,q00024,legal,20,0.870125,0.527106
13,A,q00025,procurement,11,0.305235,0.363341
13,A,q00026,security,18,0.437352,0.358954
13,A,q00027,legal,18,0.705905,0.453743
13,A,q00028,procurement,18,0.230474,0.581082
13,A,q00029,legal,20,0.870125,0.535254
13,A,q00030,procurement,16,0.154574,0.358954
13,A,q00031,security,28,1.0,0.870125
13,A,q00032,security,18,0.378599,0.488547
13,A,q00033,procurement,18,0.538431,0.495939
13,A,q00034,procurement,16,0.469,0.424926
13,A,q00035,legal,9,0.838316,0.461691
13,A,q00036,security,28,1.0,0.870125
13,A,q00037,security,19,0.432318,0.432318
13,A,q00038,procurement,11,0.220092,0.274265
13,A,q00039,security,13,0.554143,0.305235
13,A,q00040,procurement,20,0.691128,0.138862
13,A,q00041,legal,20,0.933746,0.796761
13,A,q00042,security,17,0.289523,0.220092
13,A,q00043,legal,9,0.847503,0.383343
13,A,q00044,legal,20,0.936379,0.800694
13,A,q00045,procurement,18,0.538431,0.637152
13,A,q00046,legal,20,0.936379,0.800694
13,A,q00047,procurement,11,0.315163,0.139618
13,A,q00048,security,19,0.432318,0.432318
13,A,q00049,legal,20,0.933746,0.491526
13,A,q00050,security,18,0.305235,0.459533
13,A,q00051,procurement,17,0.437352,0.330138
13,A,q00052,legal,10,0.469,0.393278
13,A,q00053,legal,14,0.245731,0.208294
13,A,q00054,procurement,20,0.648932,0.400023
13,A,q00055,procurement,16,0.110046,0.069431
13,A,q00056,security,18,0.358954,0.163541
13,A,q00057,legal,15,0.78855,0.179931
13,A,q00058,procurement,16,0.542364,0.437352
13,A,q00059,procurement,18,0.237584,0.391703
13,A,q00060,legal,20,0.936379,0.662114
13,A,q00061,procurement,11,0.220092,0.359409
13,A,q00062,procurement,16,0.620397,0.554143
13,A,q00063,security,12,0.563788,0.648932
13,A,q00064,legal,27,0.933746,0.870125
13,A,q00065,security,12,0.563788,0.648932
13,A,q00066,procurement,14,0.358954,0.0
13,A,q00067,legal,10,0.444097,0.31488
13,A,q00068,procurement,18,0.230474,0.581082
13,A,q00069,security,17,0.220092,0.353144
13,A,q00070,procurement,16,0.620397,0.554143
13,A,q00071,procurement,17,0.471036,0.371489
13,A,q00072,security,12,0.604686,0.538431
13,A,q00073,procurement,20,0.699474,0.388244
13,A,q00074,security,24,0.627507,0.800694
13,A,q00075,procurement,16,0.542364,0.437352
13,A,q00076,procurement,18,0.538431,0.495939
13,A,q00077,legal,13,0.608317,0.388225
13,A,q00078,legal,15,0.926636,0.860382
13,A,q00079,legal,14,0.642942,0.367921
13,A,q00080,security,13,0.554143,0.305235
13,A,q00081,legal,20,0.936379,0.662114
13,A,q00082,legal,27,0.933746,0.870125
13,A,q00083,procurement,18,0.220092,0.0
13,A,q00084,legal,20,0.914857,0.870125
13,A,q00085,security,18,0.384311,0.503607
13,A,q00086,legal,20,0.870125,0.527106
13,A,q00087,procurement,11,0.268553,0.203239
13,A,q00088,security,19,0.422575,0.425208
13,A,q00089,procurement,20,0.506784,0.220092
13,A,q00090,security,24,0.627507,0.800694
13,A,q00091,security,19,0.532621,0.72733
13,A,q00092,procurement,20,0.648932,0.400023
13,A,q00093,security,13,0.554143,0.305235
13,A,q00094,procurement,18,0.538431,0.495939
13,A,q00095,security,9,0.083725,0.148297
13,A,q00096,security,13,0.469,0.642187
13,A,q00097,legal,20,0.933746,0.491526
13,A,q00098,legal,15,0.78855,0.179931
13,A,q00099,security,18,0.384311,0.503607
13,A,q00100,security,28,1.0,0.870125
13,A,q00101,legal,20,1.0,0.696162
13,A,q00102,legal,14,0.550966,0.378599
13,A,q00103,procurement,16,0.469,0.424926
13,A,q00104,legal,18,0.705905,0.453743
13,A,q00105,security,13,0.424926,0.637152
13,A,q00106,procurement,11,0.315163,0.139618
