accuracy,accuracy_answered,answer_cached_questions,answer_cost_per_correct_usd,answer_cost_usd,answer_p50_seconds,answer_p95_seconds,answer_tokens_in,answer_tokens_out,answered,binary_scored,cohort,correct,cost_per_correct_basis,dataset,empty_answer_questions,evaluation_cost_usd,exact_match_accuracy,f1_mean,incremental_answer_usd_recorded,incremental_api_usd_recorded,logical_answer_cost_usd,mean_context_tokens,mean_score,mean_score_denominator,questions,requested_questions,retrieval_gold_questions,retrieval_incomplete_evidence_excluded,retrieval_metrics,retrieval_p50_seconds,retrieval_p95_seconds,retrieved,score_label,score_metric,scored,serving_p50_seconds,serving_p95_seconds,status,type,unanswered,unscored,verified_correct_fraction_of_full
,,0,,0,,,0,0,0,0,abstention,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,0,0,{},0.07131006251438521,0.07626747501199134,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,abstention,20,20,
,,0,,0,,,0,0,0,0,contradiction_resolution,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.5, ""evidence_recall_at_budget"": 0.5833333333333334, ""recall_at_10"": 0.5833333333333334, ""recall_at_100"": 0.9166666666666666, ""recall_at_5"": 0.5}",0.07430906299850903,0.0821803956234362,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,contradiction_resolution,20,20,
,,0,,0,,,0,0,0,0,event_ordering,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.006024096385542169, ""recall_at_10"": 0.006024096385542169, ""recall_at_100"": 0.018072289156626505, ""recall_at_5"": 0.0030120481927710845}",0.0791655415087007,0.08790677862707526,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,event_ordering,20,20,
,,0,,0,,,0,0,0,0,information_extraction,,,beam_10m,0,0,,,0,0,0,3999.25,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.25, ""evidence_recall_at_budget"": 0.25, ""recall_at_10"": 0.5, ""recall_at_100"": 1.0, ""recall_at_5"": 0.25}",0.06180854202830233,0.07041026257793419,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,information_extraction,20,20,
,,0,,0,,,0,0,0,0,instruction_following,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.0, ""recall_at_10"": 0.0, ""recall_at_100"": 0.5, ""recall_at_5"": 0.0}",0.06295662501361221,0.07802805983228608,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,instruction_following,20,20,
,,0,,0,,,0,0,0,0,knowledge_update,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.0, ""recall_at_10"": 0.0, ""recall_at_100"": 0.875, ""recall_at_5"": 0.0}",0.0699181874806527,0.08828061879030429,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,knowledge_update,20,20,
,,0,,0,,,0,0,0,0,multi_session_reasoning,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.16666666666666666, ""recall_at_10"": 0.16666666666666666, ""recall_at_100"": 0.29166666666666663, ""recall_at_5"": 0.16666666666666666}",0.08919364601024427,0.0922679750219686,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,multi_session_reasoning,20,20,
,,0,,0,,,0,0,0,0,preference_following,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.0, ""recall_at_10"": 0.25, ""recall_at_100"": 0.5, ""recall_at_5"": 0.25}",0.0747759375080932,0.07680164635530673,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,preference_following,20,20,
,,0,,0,,,0,0,0,0,summarization,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.027777777777777776, ""recall_at_10"": 0.09027777777777778, ""recall_at_100"": 0.15777777777777777, ""recall_at_5"": 0.027777777777777776}",0.070974604022922,0.07882905000005849,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,summarization,20,20,
,,0,,0,,,0,0,0,0,temporal_reasoning,,,beam_10m,0,0,,,0,0,0,4000.0,,0,20,20,4,0,"{""all_evidence_at_budget"": 0.25, ""evidence_recall_at_budget"": 0.375, ""recall_at_10"": 0.3958333333333333, ""recall_at_100"": 0.7083333333333334, ""recall_at_5"": 0.25}",0.08396789600374177,0.10099122944811825,4,graded rubric mean,"[""beam_rubric_mean""]",0,,,incomplete,temporal_reasoning,20,20,
