query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00000,security,18,0.0,0.286346,0.066254,0.110046
q00001,procurement,27,0.72733,0.860382,0.368856,0.68045
q00002,legal,26,0.933746,0.866948,0.224663,0.870125
q00003,legal,25,0.563788,0.547398,0.066254,0.568458
q00004,procurement,26,0.243098,0.158409,0.399569,0.204834
q00005,procurement,29,0.588467,0.563788,0.358954,0.541588
q00006,procurement,21,0.409273,0.472157,0.261808,0.47479
q00007,security,33,0.936379,0.793584,0.39486,0.315163
q00008,procurement,23,0.648932,0.415281,0.293456,0.42884
q00009,legal,31,1.0,1.0,0.750637,0.933746
q00010,security,31,0.936379,0.936379,0.595762,1.0
q00011,security,24,0.648932,0.718363,0.513529,0.693761
q00012,security,30,1.0,0.469,0.073364,0.472157
q00013,security,26,0.358954,0.220092,0.278198,0.453064
q00014,legal,19,0.796761,0.705808,0.248908,0.790951
q00015,legal,27,1.0,0.696162,0.544676,0.785916
q00016,security,24,0.800694,0.793584,0.665291,0.767027
q00017,security,31,0.800694,0.617284,0.0,0.243098
q00018,procurement,28,0.637152,0.563788,0.358954,0.390927
q00019,legal,27,1.0,0.930569,0.477967,0.791727
q00020,legal,24,0.463644,0.507539,0.151762,0.535254
q00021,procurement,22,0.936379,0.52633,0.188444,0.409951
q00022,security,23,0.563788,0.293456,0.0,0.147829
q00023,legal,27,1.0,0.696162,0.544676,0.785916
q00024,security,31,0.72733,0.836459,0.678049,0.831848
q00025,legal,38,0.848603,0.696938,0.627409,0.785916
q00026,security,27,0.563788,0.507718,0.188444,0.202483
q00027,security,33,0.936379,0.793584,0.39486,0.315163
q00028,legal,38,0.848603,0.696938,0.627409,0.785916
q00029,legal,24,0.866948,0.848603,0.416382,0.511651
q00030,security,31,0.870125,0.864315,0.563788,0.933746
q00031,security,33,0.936379,0.793584,0.39486,0.315163
q00032,legal,24,0.852171,0.836459,0.233651,0.458412
q00033,procurement,24,0.554801,0.459533,0.29849,0.510352
q00034,procurement,29,0.563788,0.591927,0.0,0.218016
q00035,procurement,27,0.72733,0.860382,0.368856,0.68045
q00036,legal,27,0.926636,0.750336,0.425208,0.860382
q00037,procurement,17,0.648932,0.403502,0.066254,0.078398
q00038,legal,22,1.0,1.0,0.283713,0.698796
q00039,legal,24,0.463644,0.507539,0.151762,0.535254
q00040,security,19,0.220092,0.863015,0.293456,0.620762
q00041,security,33,0.72733,0.532621,0.158409,0.349967
q00042,procurement,23,0.507718,0.69684,0.151397,0.403502
q00043,procurement,27,1.0,0.860382,0.085143,0.61225
q00044,security,30,1.0,0.538431,0.110046,0.56537
q00045,security,30,1.0,0.538431,0.110046,0.56537
q00046,procurement,32,0.768227,0.442022,0.538431,0.831848
q00047,legal,24,0.791727,0.756902,0.375768,0.297272
q00048,legal,27,0.936379,0.921602,0.434175,0.791727
q00049,security,31,0.870125,0.358954,0.0,0.687195
q00050,legal,25,0.538431,0.532621,0.094788,0.527106
q00051,procurement,22,0.554143,0.220092,0.138862,0.353144
q00052,security,22,0.72733,0.870125,0.374666,0.760079
q00053,security,18,0.0,0.286346,0.066254,0.110046
q00054,security,18,0.0,0.286346,0.066254,0.110046
q00055,legal,25,0.933746,0.702631,0.532141,0.532897
q00056,procurement,24,0.554801,0.459533,0.29849,0.510352
q00057,security,27,0.563788,0.590727,0.358954,0.330138
q00058,legal,27,0.926636,0.750336,0.425208,0.860382
q00059,legal,26,0.933746,0.866948,0.224663,0.870125
q00060,legal,32,1.0,1.0,0.43511,0.936379
q00061,legal,24,0.719118,0.696162,0.094788,0.510716
q00062,legal,31,1.0,1.0,0.68045,0.870125
q00063,legal,24,0.224006,0.407415,0.085143,0.163541
q00064,procurement,27,0.72733,0.860382,0.368856,0.68045
q00065,legal,26,1.0,0.860382,0.18341,0.870125
q00066,legal,24,0.298027,0.360056,0.142019,0.469
q00067,procurement,27,1.0,0.860382,0.085143,0.61225
q00068,legal,31,0.738557,0.576688,0.358954,0.526428
q00069,legal,19,0.796761,0.705808,0.248908,0.790951
q00070,procurement,29,0.861138,0.589428,0.069431,0.400023
q00071,security,31,0.800694,0.617284,0.0,0.243098
q00072,procurement,23,0.478422,0.690648,0.168152,0.469454
q00073,procurement,29,0.560611,0.224006,0.205117,0.0
q00074,security,19,0.432318,0.794883,0.220092,0.554143
q00075,legal,27,1.0,0.930569,0.477967,0.791727
q00076,security,24,0.800694,0.793584,0.665291,0.767027
q00077,procurement,29,0.83578,0.49829,0.215383,0.353144
q00078,procurement,28,0.637152,0.563788,0.358954,0.390927
q00079,procurement,28,0.563788,0.637152,0.220092,0.0
q00080,legal,38,1.0,0.864315,0.602052,0.926636
q00081,security,23,0.63322,0.220092,0.0,0.230474
q00082,procurement,27,0.72733,0.860382,0.368856,0.68045
q00083,security,19,0.432318,0.794883,0.220092,0.554143
q00084,security,33,0.204834,0.42631,0.110046,0.242618
q00085,procurement,29,0.83578,0.49829,0.215383,0.353144
q00086,legal,22,1.0,1.0,0.283713,0.698796
q00087,procurement,23,0.572756,0.281658,0.0,0.330138
q00088,security,22,0.870125,0.933746,0.227938,0.8237
q00089,security,19,0.220092,0.863015,0.293456,0.620762
q00090,procurement,27,0.0,0.110046,0.0,0.0
q00091,security,18,0.0,0.286346,0.066254,0.110046
q00092,security,18,0.0,0.31488,0.158507,0.322272
q00093,security,26,0.532621,0.396392,0.218195,0.481535
q00094,legal,24,0.866948,0.848603,0.416382,0.511651
q00095,procurement,32,0.652371,0.352664,0.519997,0.63322
q00096,security,33,0.665291,0.49118,0.291559,0.217261
q00097,legal,25,0.289977,0.343697,0.066254,0.233651
q00098,security,19,0.220092,0.863015,0.293456,0.620762
q00099,legal,28,0.770204,0.905212,0.399569,0.757382
q00100,legal,27,0.863015,0.692985,0.138862,0.337984
q00101,legal,25,0.538431,0.532621,0.094788,0.527106
q00102,procurement,23,0.768227,0.563788,0.205117,0.085143
q00103,security,31,0.72733,0.836459,0.678049,0.831848
q00104,legal,26,1.0,0.860382,0.18341,0.870125
q00105,security,27,0.563788,0.590727,0.358954,0.330138
q00106,procurement,29,0.722295,0.283713,0.094788,0.393278
q00107,procurement,29,0.588467,0.563788,0.358954,0.541588
q00108,legal,25,0.933746,0.702631,0.532141,0.532897
q00109,procurement,32,0.747159,0.367921,0.523174,0.675416
q00110,security,24,0.800694,0.793584,0.665291,0.767027
q00111,procurement,26,0.570404,0.523174,0.554143,0.747159
q00112,procurement,21,0.409273,0.472157,0.261808,0.47479
q00113,security,18,0.0,0.31488,0.158507,0.322272
q00114,security,23,0.563788,0.293456,0.0,0.147829
q00115,legal,31,1.0,0.936379,0.608317,0.760079
q00116,procurement,29,0.560611,0.224006,0.205117,0.0
q00117,procurement,29,0.60514,0.61225,0.506784,0.393758
q00118,legal,28,0.770204,0.905212,0.399569,0.757382
q00119,procurement,23,0.768227,0.563788,0.205117,0.085143
q00120,procurement,29,0.560611,0.224006,0.205117,0.0
q00121,procurement,17,0.718363,0.283713,0.139618,0.581082
q00122,procurement,21,0.154574,0.199306,0.094788,0.286346
q00123,legal,25,1.0,0.933746,0.472933,0.668306
q00124,legal,38,0.848603,0.696938,0.627409,0.785916
q00125,legal,25,0.538431,0.532621,0.094788,0.527106
q00126,procurement,21,0.409273,0.472157,0.261808,0.47479
q00127,procurement,22,0.936379,0.52633,0.188444,0.409951
q00128,security,31,0.864315,0.498572,0.073364,0.611474
q00129,legal,32,1.0,0.926636,0.383633,0.863015
q00130,legal,19,0.796761,0.705808,0.248908,0.790951
q00131,legal,28,0.569579,0.667826,0.44092,0.630043
q00132,procurement,29,0.60514,0.61225,0.506784,0.393758
q00133,security,18,0.0,0.31488,0.158507,0.322272
q00134,security,42,1.0,1.0,0.542364,1.0
q00135,legal,32,0.933746,0.796761,0.678504,0.731447
q00136,procurement,23,0.507718,0.69684,0.151397,0.403502
q00137,security,33,0.936379,0.793584,0.39486,0.315163
q00138,security,31,0.72733,0.836459,0.678049,0.831848
q00139,security,30,1.0,0.469,0.073364,0.472157
q00140,procurement,27,0.72733,0.860382,0.368856,0.68045
q00141,security,23,0.563788,0.353144,0.0,0.227162
q00142,security,42,1.0,1.0,0.542364,1.0
q00143,security,31,0.870125,0.864315,0.563788,0.933746
q00144,security,31,0.870125,0.358954,0.0,0.687195
