query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00000,security,18,0.212226,0.274265,0.066254,0.31488
q00001,procurement,27,0.796761,0.936379,0.368856,0.632079
q00002,legal,26,1.0,1.0,0.224663,0.613653
q00003,legal,25,0.563788,0.684018,0.066254,0.337984
q00004,procurement,26,0.542364,0.517461,0.399569,0.289523
q00005,procurement,29,0.778807,0.648932,0.358954,0.495459
q00006,procurement,21,0.581082,0.548154,0.261808,0.564544
q00007,security,33,0.671938,0.791727,0.39486,0.53729
q00008,procurement,23,0.403502,0.593361,0.293456,0.42884
q00009,legal,31,1.0,0.921602,0.750637,0.857205
q00010,security,31,0.78855,0.712552,0.595762,1.0
q00011,security,24,0.513529,0.469,0.513529,0.605505
q00012,security,30,0.349967,0.72733,0.073364,0.643404
q00013,security,26,0.501729,0.286346,0.278198,0.547398
q00014,legal,19,0.926636,0.650033,0.248908,0.762416
q00015,legal,27,0.866948,0.936379,0.544676,0.78855
q00016,security,24,0.510716,0.538431,0.665291,0.836459
q00017,security,31,0.358954,0.642187,0.0,0.368856
q00018,procurement,28,0.72733,0.630043,0.358954,0.533377
q00019,legal,27,1.0,1.0,0.477967,0.870125
q00020,legal,24,0.536554,0.16422,0.151762,0.632541
q00021,procurement,22,0.563788,0.563788,0.188444,0.466623
q00022,security,23,0.358954,0.220092,0.0,0.444097
q00023,legal,27,0.866948,0.936379,0.544676,0.78855
q00024,security,31,0.760559,0.662114,0.678049,0.747935
q00025,legal,38,0.936379,0.930569,0.627409,0.697596
q00026,security,27,0.532141,0.554143,0.188444,0.533075
q00027,security,33,0.671938,0.791727,0.39486,0.53729
q00028,legal,38,0.936379,0.930569,0.627409,0.697596
q00029,legal,24,0.936379,0.936379,0.416382,0.611756
q00030,security,31,0.800694,0.677273,0.563788,0.930569
q00031,security,33,0.671938,0.791727,0.39486,0.53729
q00032,legal,24,0.864315,0.785916,0.233651,0.561892
q00033,procurement,24,0.500973,0.437352,0.29849,0.686715
q00034,procurement,29,0.536554,0.347136,0.0,0.163541
q00035,procurement,27,0.796761,0.936379,0.368856,0.632079
q00036,legal,27,0.933746,0.933746,0.425208,0.784982
q00037,procurement,17,0.0,0.517461,0.066254,0.220092
q00038,legal,22,1.0,1.0,0.283713,0.586892
q00039,legal,24,0.536554,0.16422,0.151762,0.632541
q00040,security,19,0.605985,0.358954,0.293456,0.728912
q00041,security,33,0.203239,0.283713,0.158409,0.280882
q00042,procurement,23,0.620762,0.463644,0.151397,0.271088
q00043,procurement,27,0.641046,0.648932,0.085143,0.72733
q00044,security,30,0.357076,0.800694,0.110046,0.467122
q00045,security,30,0.357076,0.800694,0.110046,0.467122
q00046,procurement,32,0.547398,0.8237,0.538431,0.836459
q00047,legal,24,0.781984,0.78855,0.375768,0.452147
q00048,legal,27,0.933746,1.0,0.434175,0.855348
q00049,security,31,0.408536,0.632541,0.0,0.576323
q00050,legal,25,0.554143,0.642187,0.094788,0.388225
q00051,procurement,22,0.563788,0.453743,0.138862,0.297369
q00052,security,22,0.608317,0.456997,0.374666,0.481881
q00053,security,18,0.212226,0.274265,0.066254,0.31488
q00054,security,18,0.212226,0.274265,0.066254,0.31488
q00055,legal,25,0.926636,0.905212,0.532141,0.31834
q00056,procurement,24,0.500973,0.437352,0.29849,0.686715
q00057,security,27,0.469,0.563788,0.358954,0.715551
q00058,legal,27,0.933746,0.933746,0.425208,0.784982
q00059,legal,26,1.0,1.0,0.224663,0.613653
q00060,legal,32,1.0,1.0,0.43511,1.0
q00061,legal,24,0.756902,0.722295,0.094788,0.532621
q00062,legal,31,1.0,0.936379,0.68045,0.811556
q00063,legal,24,0.31488,0.608317,0.085143,0.133052
q00064,procurement,27,0.796761,0.936379,0.368856,0.632079
q00065,legal,26,1.0,0.930569,0.18341,0.519997
q00066,legal,24,0.319095,0.158409,0.142019,0.488645
q00067,procurement,27,0.641046,0.648932,0.085143,0.72733
q00068,legal,31,0.674936,0.926636,0.358954,0.467122
q00069,legal,19,0.926636,0.650033,0.248908,0.762416
q00070,procurement,29,0.742125,0.662114,0.069431,0.29849
q00071,security,31,0.358954,0.642187,0.0,0.368856
q00072,procurement,23,0.722295,0.493679,0.168152,0.302404
q00073,procurement,29,0.353598,0.501749,0.205117,0.063621
q00074,security,19,0.453743,0.432318,0.220092,0.519997
q00075,legal,27,1.0,1.0,0.477967,0.870125
q00076,security,24,0.510716,0.538431,0.665291,0.836459
q00077,procurement,29,0.775337,0.611795,0.215383,0.305235
q00078,procurement,28,0.72733,0.630043,0.358954,0.533377
q00079,procurement,28,0.800694,0.563788,0.220092,0.0
q00080,legal,38,1.0,1.0,0.602052,0.652088
q00081,security,23,0.422575,0.220092,0.0,0.29849
q00082,procurement,27,0.796761,0.936379,0.368856,0.632079
q00083,security,19,0.453743,0.432318,0.220092,0.519997
q00084,security,33,0.129875,0.217261,0.110046,0.110046
q00085,procurement,29,0.775337,0.611795,0.215383,0.305235
q00086,legal,22,1.0,1.0,0.283713,0.586892
q00087,procurement,23,0.382415,0.366801,0.0,0.302404
q00088,security,22,0.630043,0.718363,0.227938,1.0
q00089,security,19,0.605985,0.358954,0.293456,0.728912
q00090,procurement,27,0.129875,0.085143,0.0,0.202483
q00091,security,18,0.212226,0.274265,0.066254,0.31488
q00092,security,18,0.293456,0.437352,0.158507,0.195189
q00093,security,26,0.334051,0.289523,0.218195,0.602506
q00094,legal,24,0.936379,0.936379,0.416382,0.611756
q00095,procurement,32,0.538431,0.74119,0.519997,0.777872
q00096,security,33,0.199306,0.220092,0.291559,0.158409
q00097,legal,25,0.356232,0.642187,0.066254,0.142795
q00098,security,19,0.605985,0.358954,0.293456,0.728912
q00099,legal,28,0.711618,0.921602,0.399569,0.627507
q00100,legal,27,0.770204,0.857205,0.138862,0.39486
q00101,legal,25,0.554143,0.642187,0.094788,0.388225
q00102,procurement,23,0.772838,0.601572,0.205117,0.139618
q00103,security,31,0.760559,0.662114,0.678049,0.747935
q00104,legal,26,1.0,0.930569,0.18341,0.519997
q00105,security,27,0.469,0.563788,0.358954,0.715551
q00106,procurement,29,0.630043,0.422575,0.094788,0.215383
q00107,procurement,29,0.778807,0.648932,0.358954,0.495459
q00108,legal,25,0.926636,0.905212,0.532141,0.31834
q00109,procurement,32,0.778807,0.785916,0.523174,0.678504
q00110,security,24,0.510716,0.538431,0.665291,0.836459
q00111,procurement,26,0.517461,0.77216,0.554143,0.793584
q00112,procurement,21,0.581082,0.548154,0.261808,0.564544
q00113,security,18,0.293456,0.437352,0.158507,0.195189
q00114,security,23,0.358954,0.220092,0.0,0.444097
q00115,legal,31,1.0,0.914857,0.608317,0.857205
q00116,procurement,29,0.353598,0.501749,0.205117,0.063621
q00117,procurement,29,0.754269,0.481881,0.506784,0.26462
q00118,legal,28,0.711618,0.921602,0.399569,0.627507
q00119,procurement,23,0.772838,0.601572,0.205117,0.139618
q00120,procurement,29,0.353598,0.501749,0.205117,0.063621
q00121,procurement,17,0.069431,0.61683,0.139618,0.426508
q00122,procurement,21,0.459533,0.330138,0.094788,0.110046
q00123,legal,25,1.0,0.930569,0.472933,0.44803
q00124,legal,38,0.936379,0.930569,0.627409,0.697596
q00125,legal,25,0.554143,0.642187,0.094788,0.388225
q00126,procurement,21,0.581082,0.548154,0.261808,0.564544
q00127,procurement,22,0.563788,0.563788,0.188444,0.466623
q00128,security,31,0.453743,0.648932,0.073364,0.591927
q00129,legal,32,1.0,1.0,0.383633,0.936379
q00130,legal,19,0.926636,0.650033,0.248908,0.762416
q00131,legal,28,0.563788,0.754269,0.44092,0.547398
q00132,procurement,29,0.754269,0.481881,0.506784,0.26462
q00133,security,18,0.293456,0.437352,0.158507,0.195189
q00134,security,42,0.674936,1.0,0.542364,1.0
q00135,legal,32,1.0,1.0,0.678504,0.711618
q00136,procurement,23,0.620762,0.463644,0.151397,0.271088
q00137,security,33,0.671938,0.791727,0.39486,0.53729
q00138,security,31,0.760559,0.662114,0.678049,0.747935
q00139,security,30,0.349967,0.72733,0.073364,0.643404
q00140,procurement,27,0.796761,0.936379,0.368856,0.632079
q00141,security,23,0.358954,0.220092,0.0,0.481535
q00142,security,42,0.674936,1.0,0.542364,1.0
q00143,security,31,0.800694,0.677273,0.563788,0.930569
q00144,security,31,0.408536,0.632541,0.0,0.576323
q00145,procurement,24,0.500973,0.437352,0.29849,0.686715
q00146,security,19,0.605985,0.358954,0.293456,0.728912
q00147,procurement,22,0.563788,0.563788,0.188444,0.466623
q00148,legal,19,0.800694,0.754269,0.179931,0.722295
q00149,security,31,0.453743,0.648932,0.073364,0.591927
