actual_answer_usd,actual_api_usd,actual_judge_usd,available,budget_limit_usd,calls,committed_usd,dataset,done_calls,error_calls,error_events,note,pending_calls,role_attribution_available,unresolved_reserved_usd
5.462695499999998,5.462695499999998,0,True,40.0,1000,5.462695499999998,2wikimultihopqa,1000,0,1,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
2.166063000000001,2.2986322000000046,0.13256919999999972,True,40.0,1935,2.2986322000000046,beam_100k,1935,0,1,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
3.7656547499999986,4.067657849999996,0.30200309999999975,True,40.0,4383,4.067657849999996,beam_1m,4383,0,1,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
3.8016254999999997,4.046787699999986,0.24516220000000002,True,40.0,3608,4.046787699999986,beam_500k,3608,0,1,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
0.6328185000000001,0.6328185000000001,0,True,40.0,100,0.6328185000000001,factconsolidation_mh_262k,100,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
0.6195562500000003,0.6195562500000003,0,True,40.0,100,0.6195562500000003,factconsolidation_mh_32k,100,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
0.6266235000000001,0.6266235000000001,0,True,40.0,100,0.6266235000000001,factconsolidation_mh_64k,100,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
0.58445775,0.58445775,0,True,40.0,100,0.58445775,factconsolidation_mh_6k,100,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
0.49873724999999985,0.49873724999999985,0,True,40.0,100,0.49873724999999985,factconsolidation_sh_262k,100,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
0.4541234999999999,0.4541234999999999,0,True,40.0,100,0.4541234999999999,factconsolidation_sh_32k,100,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
0.46403700000000003,0.46403700000000003,0,True,40.0,100,0.46403700000000003,factconsolidation_sh_64k,100,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
0.45033149999999983,0.45033149999999983,0,True,40.0,100,0.45033149999999983,factconsolidation_sh_6k,100,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
10.928937749999992,10.947529150000019,0.018591399999999942,True,40.0,3949,10.947529150000019,locomo,3949,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
2.3372467499999994,2.3460433499999986,0.0087966,True,40.0,1000,2.3460433499999986,longmemeval_oracle,1000,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
2.540313,2.5475119,0.007198899999999999,True,40.0,897,2.5475119,longmemeval_s,897,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
14.02989825000002,14.064324350000039,0.03442609999999998,True,40.0,5112,14.064324350000039,multihoprag,5112,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
5.848544999999996,5.848544999999996,0,True,40.0,999,5.848544999999996,musique,999,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
29.59366275,29.59366275,0,True,40.0,5000,29.59366275,personamem_v2_128k,5000,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
29.378751749999946,29.378751749999946,0,True,40.0,5000,29.378751749999946,personamem_v2_32k,5000,0,0,"Done costs are metered usage; unresolved reservations are budget holds, not confirmed spend. Cached cross-dataset calls belong to the first paying run.",0,True,0
