answer,answer_cached,answer_key,answer_seconds,answer_tokens_in,answer_tokens_out,answer_usd,cash_usd,context_tokens,correct,id,incremental_answer_usd,incremental_judge_usd,judge,judge_keys,judge_usd,metric,reader,score,seconds,supplementary,type
Kingdom of Ireland,False,2b10c7cdd7aa05ae89ed889ec23f2371350cbd52c95a0506e3b5561e645bc330,1.8327352910418995,4770,163,0.00418875,0.00418875,3982,1.0,factconsolidation_sh_32k_no10,0.00418875,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.8482338750036433,{},single_hop
Israel,False,c9ccca62dd74472722529a317d3b8f6d3e380f0c6293998e45ceb44c4a9c0dbd,1.850631874985993,4823,135,0.0041235,0.0041235,4000,1.0,factconsolidation_sh_32k_no11,0.0041235,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.87100579199614,{},single_hop
Beirut,False,92a50563e63433f84a93bff1c2572954f71e951bcbacb86cc7809532a4fa6cca,2.0184940000181086,4793,156,0.00417975,0.00417975,4000,1.0,factconsolidation_sh_32k_no14,0.00417975,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.0532279160106555,{},single_hop
London,False,ae3d0b17a46c573a00fe13d56c5f699dee6056bfbdd143f17601055d6ac92d8b,2.0936988330213353,4915,163,0.0042975,0.0042975,4000,1.0,factconsolidation_sh_32k_no8,0.0042975,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.1715306250262074,{},single_hop
Montanus of Phrygia,False,4939e295d7b75c7e5d6acc0fda027c8ffca90c6661770de14963dc0509b654b3,2.180689875036478,4812,210,0.0043965,0.0043965,4000,1.0,factconsolidation_sh_32k_no7,0.0043965,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3142530839540996,{},single_hop
baseball,False,dc4a1165fb005b8726f0fe55df87739eb488a16587bf45b916ccf0e05bba55a9,2.0975300839636475,4796,161,0.00420075,0.00420075,4000,1.0,factconsolidation_sh_32k_no13,0.00420075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3696162499836646,{},single_hop
Methodism,False,0a3abc5f5ea0126454259941199d26c03fa03b4881be92ad1bdf6666e1cf750b,2.1564435419859365,4830,202,0.00438,0.00438,4000,1.0,factconsolidation_sh_32k_no3,0.00438,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3828790829866193,{},single_hop
Apple Inc.,False,1f12fc8b0a0f9943dfd1accaaa581278574ddbc77f0d7d28d1a796c72e59fb16,2.0072314579738304,4751,106,0.00396075,0.00396075,4000,1.0,factconsolidation_sh_32k_no12,0.00396075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3812482909997925,{},single_hop
flanker,False,6b3b4deb74788cb1b1e3c05303fb497a7327d71e63e60d64c57655d8a53476b6,2.379208208003547,4823,189,0.004326,0.004326,3995,1.0,factconsolidation_sh_32k_no1,0.004326,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3890066249878146,{},single_hop
United States of America,False,a68d0caef1416077343e9c2414a6320447afbfe5eb9b9b76f2fe9c682c41a65c,2.3078129999921657,4861,161,0.0042495,0.0042495,4000,1.0,factconsolidation_sh_32k_no6,0.0042495,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.477332541020587,{},single_hop
